year,month,month_name,market,shipping_mode,customer_segment,total_orders,otif_orders,on_time_orders,complete_orders,late_risk_orders,late_deliveries,canceled_deliveries,otif_rate,on_time_rate,in_full_rate,late_delivery_rate,cancel_rate,avg_shipping_days,avg_scheduled_days,avg_delay_days
2016,10,octobre,Africa,Standard Class,Home Office,245,49,133,87,112,112,3,20.0,54.285714285714285,35.51020408163265,45.714285714285715,1.2244897959183674,4,4,0
2016,10,octobre,Africa,First Class,Home Office,59,0,0,12,59,59,0,0.0,0.0,20.33898305084746,100.0,0.0,2,1,1
2016,10,octobre,Europe,First Class,Consumer,106,0,0,25,106,106,0,0.0,0.0,23.58490566037736,100.0,0.0,2,1,1
2016,10,octobre,Africa,Same Day,Corporate,54,1,11,19,43,43,3,1.8518518518518516,20.37037037037037,35.18518518518518,79.62962962962963,5.555555555555555,0,0,0
2016,10,octobre,Africa,Same Day,Consumer,86,10,45,21,40,40,1,11.627906976744185,52.32558139534884,24.418604651162788,46.51162790697674,1.1627906976744187,0,0,0
2016,10,octobre,Africa,Standard Class,Consumer,738,136,456,248,262,262,47,18.428184281842817,61.78861788617886,33.60433604336043,35.50135501355013,6.368563685636857,4,4,0
2016,10,octobre,Africa,First Class,Corporate,124,0,0,30,124,124,0,0.0,0.0,24.193548387096776,100.0,0.0,2,1,1
2016,10,octobre,USCA,Second Class,Corporate,8,0,2,0,6,6,0,0.0,25.0,0.0,75.0,0.0,3,2,1
2016,10,octobre,Europe,First Class,Corporate,41,0,0,25,40,40,1,0.0,0.0,60.97560975609756,97.5609756097561,2.4390243902439024,2,1,1
2016,10,octobre,Africa,Second Class,Home Office,75,1,23,24,48,48,4,1.3333333333333335,30.666666666666664,32.0,64.0,5.333333333333334,3,2,1
2016,10,octobre,Europe,Second Class,Corporate,20,4,6,15,14,14,0,20.0,30.0,75.0,70.0,0.0,3,2,1
2016,10,octobre,Europe,First Class,Home Office,26,0,0,8,26,26,0,0.0,0.0,30.76923076923077,100.0,0.0,2,1,1
2016,10,octobre,Africa,Second Class,Consumer,202,25,56,67,135,135,11,12.376237623762377,27.722772277227726,33.16831683168317,66.83168316831683,5.445544554455446,3,2,1
2016,10,octobre,Europe,Same Day,Consumer,7,2,7,2,0,0,0,28.57142857142857,100.0,28.57142857142857,0.0,0.0,0,0,0
2016,10,octobre,Africa,Same Day,Home Office,30,17,27,20,3,3,0,56.666666666666664,90.0,66.66666666666666,10.0,0.0,0,0,0
2016,10,octobre,Europe,Same Day,Corporate,32,4,11,9,21,21,0,12.5,34.375,28.125,65.625,0.0,0,0,0
2016,10,octobre,Europe,Standard Class,Home Office,68,17,44,21,24,24,1,25.0,64.70588235294117,30.88235294117647,35.294117647058826,1.4705882352941175,3,4,-1
2016,10,octobre,Africa,Standard Class,Corporate,459,96,296,156,158,158,9,20.915032679738562,64.4880174291939,33.98692810457516,34.42265795206972,1.9607843137254901,3,4,-1
2016,10,octobre,Europe,Standard Class,Consumer,330,81,175,129,152,152,3,24.545454545454547,53.03030303030303,39.09090909090909,46.06060606060606,0.9090909090909091,4,4,0
2016,10,octobre,Pacific Asia,Second Class,Corporate,138,7,25,46,105,105,8,5.072463768115942,18.115942028985508,33.33333333333333,76.08695652173914,5.797101449275362,3,2,1
2016,10,octobre,Europe,Second Class,Consumer,120,12,36,32,80,80,4,10.0,30.0,26.666666666666668,66.66666666666666,3.3333333333333335,3,2,1
2016,10,octobre,Pacific Asia,First Class,Home Office,59,0,0,11,59,59,0,0.0,0.0,18.64406779661017,100.0,0.0,2,1,1
2016,10,octobre,Europe,Second Class,Home Office,39,5,13,14,26,26,0,12.82051282051282,33.33333333333333,35.8974358974359,66.66666666666666,0.0,4,2,2
2016,10,octobre,USCA,First Class,Consumer,7,0,0,4,4,4,3,0.0,0.0,57.14285714285714,57.14285714285714,42.857142857142854,2,1,1
2016,10,octobre,Pacific Asia,First Class,Consumer,138,0,0,37,132,132,6,0.0,0.0,26.811594202898554,95.65217391304348,4.3478260869565215,2,1,1
2016,10,octobre,Pacific Asia,First Class,Corporate,100,0,0,24,100,100,0,0.0,0.0,24.0,100.0,0.0,2,1,1
2016,10,octobre,Pacific Asia,Standard Class,Home Office,167,16,77,49,90,90,4,9.580838323353294,46.10778443113773,29.34131736526946,53.89221556886228,2.3952095808383236,4,4,0
2016,10,octobre,Pacific Asia,Same Day,Corporate,32,4,26,4,6,6,0,12.5,81.25,12.5,18.75,0.0,0,0,0
2016,10,octobre,Pacific Asia,Second Class,Consumer,206,9,25,97,166,166,15,4.368932038834951,12.135922330097088,47.0873786407767,80.58252427184466,7.281553398058252,4,2,2
2016,10,octobre,Pacific Asia,Same Day,Home Office,16,0,13,1,3,3,0,0.0,81.25,6.25,18.75,0.0,0,0,0
2016,10,octobre,Europe,Standard Class,Corporate,191,22,88,41,87,87,17,11.518324607329843,46.07329842931937,21.465968586387437,45.54973821989529,8.900523560209423,4,4,0
2016,10,octobre,USCA,First Class,Home Office,4,0,0,4,4,4,0,0.0,0.0,100.0,100.0,0.0,2,1,1
2016,10,octobre,Pacific Asia,Standard Class,Consumer,612,125,360,198,246,246,24,20.424836601307188,58.82352941176471,32.35294117647059,40.19607843137255,3.9215686274509802,4,4,0
2016,10,octobre,USCA,Standard Class,Home Office,12,4,12,4,0,0,0,33.33333333333333,100.0,33.33333333333333,0.0,0.0,2,4,-2
2016,10,octobre,Pacific Asia,Second Class,Home Office,69,4,14,15,53,53,2,5.797101449275362,20.28985507246377,21.73913043478261,76.81159420289855,2.898550724637681,4,2,2
2016,10,octobre,USCA,Standard Class,Corporate,30,0,19,8,11,11,0,0.0,63.33333333333333,26.666666666666668,36.666666666666664,0.0,3,4,-1
2016,10,octobre,USCA,First Class,Corporate,17,0,0,5,17,17,0,0.0,0.0,29.411764705882355,100.0,0.0,2,1,1
2016,10,octobre,Pacific Asia,Standard Class,Corporate,247,42,163,73,75,75,18,17.00404858299595,65.9919028340081,29.554655870445345,30.364372469635626,7.28744939271255,3,4,-1
2016,10,octobre,USCA,Same Day,Consumer,6,0,4,0,2,2,0,0.0,66.66666666666666,0.0,33.33333333333333,0.0,0,0,0
2016,10,octobre,USCA,Standard Class,Consumer,71,15,60,15,11,11,0,21.12676056338028,84.50704225352112,21.12676056338028,15.492957746478872,0.0,3,4,-1
2016,10,octobre,USCA,Second Class,Consumer,18,1,10,8,8,8,4,5.555555555555555,55.55555555555556,44.44444444444444,44.44444444444444,22.22222222222222,3,2,1
2016,11,novembre,Europe,Second Class,Consumer,104,6,23,32,81,81,5,5.769230769230769,22.115384615384613,30.76923076923077,77.88461538461539,4.807692307692308,4,2,2
2016,11,novembre,Europe,First Class,Home Office,21,0,0,10,21,21,0,0.0,0.0,47.61904761904761,100.0,0.0,2,1,1
2016,11,novembre,Africa,First Class,Corporate,125,0,0,49,124,124,1,0.0,0.0,39.2,99.2,0.8,2,1,1
2016,11,novembre,Africa,Same Day,Consumer,57,4,30,19,26,26,1,7.017543859649122,52.63157894736842,33.33333333333333,45.614035087719294,1.7543859649122806,0,0,0
2016,11,novembre,Africa,First Class,Consumer,199,0,0,71,191,191,8,0.0,0.0,35.678391959798994,95.97989949748744,4.0201005025125625,2,1,1
2016,11,novembre,Europe,First Class,Consumer,69,0,0,31,64,64,5,0.0,0.0,44.927536231884055,92.7536231884058,7.246376811594203,2,1,1
2016,11,novembre,Africa,First Class,Home Office,60,0,0,32,56,56,4,0.0,0.0,53.333333333333336,93.33333333333333,6.666666666666667,2,1,1
2016,11,novembre,Africa,Second Class,Consumer,245,13,33,98,211,211,4,5.3061224489795915,13.46938775510204,40.0,86.12244897959184,1.6326530612244898,4,2,2
2016,11,novembre,Pacific Asia,Same Day,Corporate,29,0,14,1,12,12,3,0.0,48.275862068965516,3.4482758620689653,41.37931034482759,10.344827586206897,0,0,0
2016,11,novembre,Europe,Same Day,Corporate,16,3,5,9,11,11,2,18.75,31.25,56.25,68.75,12.5,0,0,0
2016,11,novembre,Africa,Same Day,Home Office,29,7,17,9,8,8,7,24.137931034482758,58.620689655172406,31.03448275862069,27.586206896551722,24.137931034482758,0,0,0
2016,11,novembre,Africa,Standard Class,Home Office,297,51,173,75,116,116,13,17.17171717171717,58.24915824915825,25.252525252525253,39.05723905723906,4.377104377104377,4,4,0
2016,11,novembre,Europe,Standard Class,Consumer,313,63,201,106,110,110,4,20.12779552715655,64.21725239616613,33.86581469648562,35.14376996805112,1.2779552715654952,3,4,-1
2016,11,novembre,Europe,First Class,Corporate,40,0,0,18,37,37,3,0.0,0.0,45.0,92.5,7.5,2,1,1
2016,11,novembre,Africa,Same Day,Corporate,57,25,36,28,11,11,10,43.859649122807014,63.1578947368421,49.122807017543856,19.298245614035086,17.543859649122805,0,0,0
2016,11,novembre,Pacific Asia,First Class,Home Office,48,0,0,13,48,48,0,0.0,0.0,27.083333333333332,100.0,0.0,2,1,1
2016,11,novembre,Pacific Asia,Standard Class,Home Office,186,44,133,59,52,52,3,23.655913978494624,71.50537634408603,31.72043010752688,27.956989247311824,1.6129032258064515,3,4,-1
2016,11,novembre,Europe,Standard Class,Corporate,198,53,130,80,68,68,7,26.767676767676768,65.65656565656566,40.4040404040404,34.34343434343434,3.535353535353535,3,4,-1
2016,11,novembre,Africa,Second Class,Corporate,128,1,21,27,104,104,4,0.78125,16.40625,21.09375,81.25,3.125,4,2,2
2016,11,novembre,Europe,Same Day,Consumer,27,18,22,18,5,5,2,66.66666666666666,81.48148148148148,66.66666666666666,18.51851851851852,7.4074074074074066,0,0,0
2016,11,novembre,Pacific Asia,Same Day,Home Office,16,3,7,12,9,9,0,18.75,43.75,75.0,56.25,0.0,0,0,0
2016,11,novembre,Europe,Same Day,Home Office,8,0,4,0,4,4,0,0.0,50.0,0.0,50.0,0.0,0,0,0
2016,11,novembre,Africa,Second Class,Home Office,81,3,18,27,62,62,1,3.7037037037037033,22.22222222222222,33.33333333333333,76.5432098765432,1.2345679012345678,4,2,2
2016,11,novembre,Pacific Asia,Same Day,Consumer,31,3,6,8,25,25,0,9.67741935483871,19.35483870967742,25.806451612903224,80.64516129032258,0.0,0,0,0
2016,11,novembre,USCA,First Class,Consumer,9,0,0,2,9,9,0,0.0,0.0,22.22222222222222,100.0,0.0,2,1,1
2016,11,novembre,Pacific Asia,First Class,Consumer,110,0,0,43,102,102,8,0.0,0.0,39.09090909090909,92.72727272727272,7.2727272727272725,2,1,1
2016,11,novembre,Africa,Standard Class,Consumer,739,187,473,292,252,252,53,25.304465493910687,64.00541271989174,39.512855209742895,34.10013531799729,7.171853856562922,3,4,-1
2016,11,novembre,USCA,Second Class,Home Office,12,0,0,5,9,9,3,0.0,0.0,41.66666666666667,75.0,25.0,4,2,2
2016,11,novembre,Pacific Asia,Second Class,Home Office,29,0,1,2,24,24,4,0.0,3.4482758620689653,6.896551724137931,82.75862068965517,13.793103448275861,4,2,2
2016,11,novembre,Europe,Second Class,Corporate,82,4,19,22,63,63,0,4.878048780487805,23.170731707317074,26.82926829268293,76.82926829268293,0.0,4,2,2
2016,11,novembre,Africa,Standard Class,Corporate,409,75,228,158,168,168,24,18.337408312958438,55.74572127139364,38.63080684596577,41.075794621026894,5.8679706601467,4,4,0
2016,11,novembre,Pacific Asia,Second Class,Consumer,189,10,54,54,135,135,5,5.291005291005291,28.57142857142857,28.57142857142857,71.42857142857143,2.6455026455026456,3,2,1
2016,11,novembre,USCA,Second Class,Corporate,18,0,0,1,18,18,0,0.0,0.0,5.555555555555555,100.0,0.0,5,2,3
2016,11,novembre,Pacific Asia,First Class,Corporate,67,0,0,14,67,67,0,0.0,0.0,20.8955223880597,100.0,0.0,2,1,1
2016,11,novembre,Europe,Second Class,Home Office,31,0,9,7,22,22,5,0.0,29.03225806451613,22.58064516129032,70.96774193548387,16.129032258064516,3,2,1
2016,11,novembre,Pacific Asia,Second Class,Corporate,72,4,9,38,58,58,5,5.555555555555555,12.5,52.77777777777778,80.55555555555556,6.944444444444445,4,2,2
2016,11,novembre,Pacific Asia,Standard Class,Corporate,266,34,119,88,142,142,19,12.781954887218044,44.73684210526316,33.08270676691729,53.383458646616546,7.142857142857142,4,4,0
2016,11,novembre,Pacific Asia,Standard Class,Consumer,534,81,331,152,196,196,27,15.168539325842698,61.985018726591754,28.46441947565543,36.70411985018727,5.056179775280898,3,4,-1
2016,11,novembre,Europe,Standard Class,Home Office,79,14,42,21,35,35,8,17.72151898734177,53.16455696202531,26.582278481012654,44.303797468354425,10.126582278481013,4,4,0
2016,11,novembre,USCA,Same Day,Consumer,4,4,4,4,0,0,0,100.0,100.0,100.0,0.0,0.0,0,0,0
2016,11,novembre,USCA,Standard Class,Consumer,49,11,29,11,20,20,1,22.448979591836736,59.183673469387756,22.448979591836736,40.816326530612244,2.0408163265306123,3,4,-1
2016,11,novembre,USCA,Standard Class,Home Office,38,15,29,19,9,9,0,39.473684210526315,76.31578947368422,50.0,23.684210526315788,0.0,3,4,-1
2016,11,novembre,USCA,First Class,Home Office,23,0,0,1,19,19,4,0.0,0.0,4.3478260869565215,82.6086956521739,17.391304347826086,2,1,1
2016,11,novembre,USCA,Standard Class,Corporate,24,5,18,6,6,6,0,20.833333333333336,75.0,25.0,25.0,0.0,3,4,-1
2016,11,novembre,USCA,Second Class,Consumer,42,6,6,19,36,36,0,14.285714285714285,14.285714285714285,45.23809523809524,85.71428571428571,0.0,4,2,2
2016,12,décembre,Africa,First Class,Home Office,65,0,0,21,62,62,3,0.0,0.0,32.30769230769231,95.38461538461539,4.615384615384616,2,1,1
2016,12,décembre,Africa,Second Class,Home Office,78,2,7,31,71,71,0,2.564102564102564,8.974358974358974,39.743589743589745,91.02564102564102,0.0,4,2,2
2016,12,décembre,Africa,First Class,Consumer,242,0,0,98,231,231,11,0.0,0.0,40.49586776859504,95.45454545454545,4.545454545454546,2,1,1
2016,12,décembre,Europe,First Class,Consumer,81,0,0,15,77,77,4,0.0,0.0,18.51851851851852,95.06172839506173,4.938271604938271,2,1,1
2016,12,décembre,Africa,Standard Class,Consumer,750,166,395,272,341,341,27,22.133333333333333,52.666666666666664,36.266666666666666,45.46666666666667,3.5999999999999996,4,4,0
2016,12,décembre,Africa,First Class,Corporate,139,0,0,33,136,136,3,0.0,0.0,23.741007194244602,97.84172661870504,2.158273381294964,2,1,1
2016,12,décembre,Africa,Second Class,Consumer,251,8,41,81,203,203,7,3.187250996015936,16.334661354581673,32.27091633466135,80.87649402390437,2.788844621513944,3,2,1
2016,12,décembre,Africa,Same Day,Consumer,62,6,31,27,31,31,0,9.67741935483871,50.0,43.54838709677419,50.0,0.0,0,0,0
2016,12,décembre,Africa,Same Day,Corporate,33,0,18,2,15,15,0,0.0,54.54545454545454,6.0606060606060606,45.45454545454545,0.0,0,0,0
2016,12,décembre,Africa,Standard Class,Corporate,454,74,262,144,185,185,21,16.299559471365637,57.70925110132159,31.718061674008812,40.7488986784141,4.6255506607929515,4,4,0
2016,12,décembre,Africa,Second Class,Corporate,124,15,34,65,90,90,0,12.096774193548388,27.419354838709676,52.41935483870967,72.58064516129032,0.0,4,2,2
2016,12,décembre,Europe,Same Day,Consumer,32,11,17,14,15,15,0,34.375,53.125,43.75,46.875,0.0,0,0,0
2016,12,décembre,Europe,First Class,Corporate,45,0,0,23,38,38,7,0.0,0.0,51.11111111111111,84.44444444444444,15.555555555555555,2,1,1
2016,12,décembre,Africa,Same Day,Home Office,17,3,6,5,11,11,0,17.647058823529413,35.294117647058826,29.411764705882355,64.70588235294117,0.0,0,0,0
2016,12,décembre,Europe,Standard Class,Home Office,78,20,60,27,18,18,3,25.64102564102564,76.92307692307693,34.61538461538461,23.076923076923077,3.8461538461538463,3,4,-1
2016,12,décembre,Pacific Asia,Second Class,Consumer,132,11,35,47,97,97,0,8.333333333333332,26.515151515151516,35.60606060606061,73.48484848484848,0.0,3,2,1
2016,12,décembre,Europe,First Class,Home Office,43,0,0,13,42,42,1,0.0,0.0,30.23255813953488,97.67441860465115,2.3255813953488373,2,1,1
2016,12,décembre,Europe,Second Class,Home Office,29,7,8,13,21,21,0,24.137931034482758,27.586206896551722,44.827586206896555,72.41379310344827,0.0,3,2,1
2016,12,décembre,Pacific Asia,First Class,Home Office,79,0,0,17,70,70,9,0.0,0.0,21.518987341772153,88.60759493670885,11.39240506329114,2,1,1
2016,12,décembre,Europe,Second Class,Consumer,95,5,29,28,64,64,10,5.263157894736842,30.526315789473685,29.47368421052631,67.36842105263158,10.526315789473683,3,2,1
2016,12,décembre,Europe,Standard Class,Consumer,295,46,180,83,107,107,12,15.593220338983052,61.016949152542374,28.135593220338983,36.271186440677965,4.067796610169491,4,4,0
2016,12,décembre,Africa,Standard Class,Home Office,261,36,143,71,107,107,23,13.793103448275861,54.78927203065134,27.203065134099617,40.99616858237548,8.812260536398467,4,4,0
2016,12,décembre,Pacific Asia,Same Day,Consumer,33,12,21,15,12,12,0,36.36363636363637,63.63636363636363,45.45454545454545,36.36363636363637,0.0,0,0,0
2016,12,décembre,Europe,Second Class,Corporate,48,0,2,22,46,46,0,0.0,4.166666666666666,45.83333333333333,95.83333333333334,0.0,3,2,1
2016,12,décembre,Europe,Same Day,Corporate,7,5,7,5,0,0,0,71.42857142857143,100.0,71.42857142857143,0.0,0.0,0,0,0
2016,12,décembre,USCA,Same Day,Consumer,3,0,0,3,3,3,0,0.0,0.0,100.0,100.0,0.0,1,0,1
2016,12,décembre,Pacific Asia,Same Day,Corporate,22,1,12,6,10,10,0,4.545454545454546,54.54545454545454,27.27272727272727,45.45454545454545,0.0,0,0,0
2016,12,décembre,Pacific Asia,First Class,Corporate,101,0,0,33,101,101,0,0.0,0.0,32.67326732673268,100.0,0.0,2,1,1
2016,12,décembre,Pacific Asia,Same Day,Home Office,13,0,7,2,6,6,0,0.0,53.84615384615385,15.384615384615385,46.15384615384615,0.0,0,0,0
2016,12,décembre,Europe,Same Day,Home Office,12,5,6,5,6,6,0,41.66666666666667,50.0,41.66666666666667,50.0,0.0,0,0,0
2016,12,décembre,USCA,First Class,Corporate,13,0,0,0,13,13,0,0.0,0.0,0.0,100.0,0.0,2,1,1
2016,12,décembre,USCA,Standard Class,Home Office,40,0,20,10,20,20,0,0.0,50.0,25.0,50.0,0.0,4,4,0
2016,12,décembre,Pacific Asia,First Class,Consumer,131,0,0,44,123,123,8,0.0,0.0,33.587786259541986,93.89312977099237,6.106870229007633,2,1,1
2016,12,décembre,Europe,Standard Class,Corporate,156,54,103,82,46,46,11,34.61538461538461,66.02564102564102,52.56410256410257,29.48717948717949,7.051282051282051,3,4,-1
2016,12,décembre,Pacific Asia,Standard Class,Home Office,170,46,100,59,64,64,13,27.058823529411764,58.82352941176471,34.705882352941174,37.64705882352941,7.647058823529412,3,4,-1
2016,12,décembre,Pacific Asia,Standard Class,Consumer,559,93,357,189,194,194,23,16.636851520572453,63.864042933810374,33.810375670840784,34.704830053667266,4.114490161001789,3,4,-1
2016,12,décembre,Pacific Asia,Second Class,Home Office,76,0,24,16,52,52,0,0.0,31.57894736842105,21.052631578947366,68.42105263157895,0.0,3,2,1
2016,12,décembre,USCA,Second Class,Corporate,11,0,0,0,11,11,0,0.0,0.0,0.0,100.0,0.0,4,2,2
2016,12,décembre,Pacific Asia,Second Class,Corporate,75,3,13,34,62,62,0,4.0,17.333333333333336,45.33333333333333,82.66666666666667,0.0,3,2,1
2016,12,décembre,USCA,First Class,Home Office,7,0,0,1,7,7,0,0.0,0.0,14.285714285714285,100.0,0.0,2,1,1
2016,12,décembre,Pacific Asia,Standard Class,Corporate,272,74,166,121,97,97,14,27.205882352941174,61.029411764705884,44.48529411764706,35.661764705882355,5.147058823529411,4,4,0
2016,12,décembre,USCA,Standard Class,Consumer,56,22,45,29,7,7,4,39.285714285714285,80.35714285714286,51.78571428571429,12.5,7.142857142857142,3,4,-1
2016,12,décembre,USCA,First Class,Consumer,27,0,0,18,27,27,0,0.0,0.0,66.66666666666666,100.0,0.0,2,1,1
2016,12,décembre,USCA,Standard Class,Corporate,52,12,35,17,15,15,3,23.076923076923077,67.3076923076923,32.69230769230769,28.846153846153843,5.769230769230769,3,4,-1
2017,1,janvier,Europe,First Class,Consumer,49,0,0,26,49,49,0,0.0,0.0,53.06122448979592,100.0,0.0,2,1,1
2017,1,janvier,Africa,Second Class,Home Office,55,9,22,21,33,33,0,16.363636363636363,40.0,38.18181818181819,60.0,0.0,3,2,1
2017,1,janvier,Africa,First Class,Home Office,10,0,0,3,8,8,2,0.0,0.0,30.0,80.0,20.0,2,1,1
2017,1,janvier,Africa,First Class,Consumer,70,0,0,27,67,67,3,0.0,0.0,38.57142857142858,95.71428571428572,4.285714285714286,2,1,1
2017,1,janvier,Africa,Standard Class,Home Office,183,34,120,36,58,58,14,18.579234972677597,65.57377049180327,19.672131147540984,31.693989071038253,7.650273224043716,4,4,0
2017,1,janvier,Africa,Same Day,Corporate,21,0,14,5,5,5,2,0.0,66.66666666666666,23.809523809523807,23.809523809523807,9.523809523809524,0,0,0
2017,1,janvier,Africa,First Class,Corporate,52,0,0,19,50,50,2,0.0,0.0,36.53846153846153,96.15384615384616,3.8461538461538463,2,1,1
2017,1,janvier,Europe,Second Class,Consumer,37,0,15,6,22,22,0,0.0,40.54054054054054,16.216216216216218,59.45945945945946,0.0,3,2,1
2017,1,janvier,Europe,Same Day,Corporate,8,0,0,0,8,8,0,0.0,0.0,0.0,100.0,0.0,1,0,1
2017,1,janvier,Africa,Standard Class,Corporate,240,40,155,56,85,85,2,16.666666666666664,64.58333333333334,23.333333333333332,35.41666666666667,0.8333333333333334,4,4,0
2017,1,janvier,Europe,First Class,Home Office,19,0,0,4,19,19,0,0.0,0.0,21.052631578947366,100.0,0.0,2,1,1
2017,1,janvier,Africa,Same Day,Home Office,5,0,0,0,0,0,5,0.0,0.0,0.0,0.0,100.0,1,0,1
2017,1,janvier,Europe,Same Day,Home Office,1,1,1,1,0,0,0,100.0,100.0,100.0,0.0,0.0,0,0,0
2017,1,janvier,Africa,Second Class,Corporate,75,5,9,17,66,66,0,6.666666666666667,12.0,22.666666666666664,88.0,0.0,3,2,1
2017,1,janvier,Africa,Same Day,Consumer,45,12,20,17,25,25,0,26.666666666666668,44.44444444444444,37.77777777777778,55.55555555555556,0.0,0,0,0
2017,1,janvier,LATAM,Same Day,Consumer,59,6,16,17,38,38,5,10.16949152542373,27.11864406779661,28.8135593220339,64.40677966101694,8.47457627118644,0,0,0
2017,1,janvier,LATAM,First Class,Consumer,191,0,0,97,182,182,9,0.0,0.0,50.78534031413613,95.28795811518324,4.712041884816754,2,1,1
2017,1,janvier,Europe,Standard Class,Corporate,89,12,63,24,26,26,4,13.48314606741573,70.78651685393258,26.96629213483146,29.213483146067414,4.49438202247191,3,4,-1
2017,1,janvier,Europe,Standard Class,Home Office,78,9,43,21,26,26,12,11.538461538461538,55.12820512820513,26.923076923076923,33.33333333333333,15.384615384615385,4,4,0
2017,1,janvier,Africa,Second Class,Consumer,119,20,26,46,88,88,7,16.80672268907563,21.84873949579832,38.655462184873954,73.94957983193278,5.88235294117647,3,2,1
2017,1,janvier,LATAM,Second Class,Home Office,54,3,8,15,46,46,0,5.555555555555555,14.814814814814813,27.77777777777778,85.18518518518519,0.0,4,2,2
2017,1,janvier,Europe,Second Class,Corporate,41,5,5,12,36,36,0,12.195121951219512,12.195121951219512,29.268292682926827,87.8048780487805,0.0,4,2,2
2017,1,janvier,Africa,Standard Class,Consumer,383,80,231,118,147,147,7,20.887728459530024,60.313315926892955,30.809399477806785,38.38120104438642,1.8276762402088773,3,4,-1
2017,1,janvier,USCA,Second Class,Corporate,7,1,1,1,6,6,0,14.285714285714285,14.285714285714285,14.285714285714285,85.71428571428571,0.0,2,2,0
2017,1,janvier,LATAM,Second Class,Corporate,124,3,12,42,106,106,6,2.4193548387096775,9.67741935483871,33.87096774193548,85.48387096774194,4.838709677419355,4,2,2
2017,1,janvier,LATAM,First Class,Home Office,55,0,0,18,55,55,0,0.0,0.0,32.72727272727273,100.0,0.0,2,1,1
2017,1,janvier,LATAM,First Class,Corporate,59,0,0,19,59,59,0,0.0,0.0,32.20338983050847,100.0,0.0,2,1,1
2017,1,janvier,Europe,Standard Class,Consumer,174,25,89,56,83,83,2,14.367816091954023,51.14942528735632,32.18390804597701,47.701149425287355,1.1494252873563218,4,4,0
2017,1,janvier,LATAM,Standard Class,Corporate,398,85,231,133,163,163,8,21.35678391959799,58.040201005025125,33.41708542713568,40.95477386934673,2.0100502512562812,3,4,-1
2017,1,janvier,LATAM,Same Day,Home Office,10,2,6,2,4,4,0,20.0,60.0,20.0,40.0,0.0,0,0,0
2017,1,janvier,Europe,First Class,Corporate,16,0,0,5,16,16,0,0.0,0.0,31.25,100.0,0.0,2,1,1
2017,1,janvier,LATAM,Same Day,Corporate,29,11,17,11,12,12,0,37.93103448275862,58.620689655172406,37.93103448275862,41.37931034482759,0.0,0,0,0
2017,1,janvier,LATAM,Standard Class,Consumer,826,142,511,223,306,306,22,17.191283292978206,61.86440677966102,26.997578692493946,37.04600484261501,2.663438256658596,3,4,-1
2017,1,janvier,Pacific Asia,Same Day,Consumer,32,4,20,16,12,12,0,12.5,62.5,50.0,37.5,0.0,0,0,0
2017,1,janvier,LATAM,Standard Class,Home Office,233,50,129,105,96,96,10,21.45922746781116,55.36480686695279,45.06437768240343,41.201716738197426,4.291845493562231,4,4,0
2017,1,janvier,USCA,First Class,Corporate,2,0,0,0,2,2,0,0.0,0.0,0.0,100.0,0.0,2,1,1
2017,1,janvier,Pacific Asia,First Class,Corporate,57,0,0,22,51,51,6,0.0,0.0,38.59649122807017,89.47368421052632,10.526315789473683,2,1,1
2017,1,janvier,Pacific Asia,Standard Class,Home Office,69,13,42,13,27,27,2,18.84057971014493,60.86956521739131,18.84057971014493,39.130434782608695,2.898550724637681,3,4,-1
2017,1,janvier,Europe,Same Day,Consumer,12,0,4,0,8,8,0,0.0,33.33333333333333,0.0,66.66666666666666,0.0,0,0,0
2017,1,janvier,USCA,Standard Class,Corporate,29,1,13,5,13,13,3,3.4482758620689653,44.827586206896555,17.24137931034483,44.827586206896555,10.344827586206897,3,4,-1
2017,1,janvier,Pacific Asia,First Class,Consumer,63,0,0,22,57,57,6,0.0,0.0,34.92063492063492,90.47619047619048,9.523809523809524,2,1,1
2017,1,janvier,Pacific Asia,Second Class,Home Office,31,11,16,16,15,15,0,35.483870967741936,51.61290322580645,51.61290322580645,48.38709677419355,0.0,3,2,1
2017,1,janvier,Pacific Asia,First Class,Home Office,24,0,0,9,24,24,0,0.0,0.0,37.5,100.0,0.0,2,1,1
2017,1,janvier,Pacific Asia,Standard Class,Corporate,195,41,118,88,77,77,4,21.025641025641026,60.51282051282051,45.12820512820513,39.48717948717949,2.051282051282051,3,4,-1
2017,1,janvier,Pacific Asia,Same Day,Corporate,17,5,9,9,8,8,0,29.411764705882355,52.94117647058824,52.94117647058824,47.05882352941176,0.0,0,0,0
2017,1,janvier,USCA,Same Day,Corporate,3,0,3,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0,0,0
2017,1,janvier,Europe,Second Class,Home Office,39,0,8,17,31,31,0,0.0,20.51282051282051,43.58974358974359,79.48717948717949,0.0,3,2,1
2017,1,janvier,Pacific Asia,Same Day,Home Office,14,0,7,3,7,7,0,0.0,50.0,21.428571428571427,50.0,0.0,0,0,0
2017,1,janvier,LATAM,Second Class,Consumer,202,16,40,65,149,149,14,7.920792079207921,19.801980198019802,32.17821782178218,73.76237623762376,6.9306930693069315,3,2,1
2017,1,janvier,Pacific Asia,Second Class,Corporate,79,8,14,32,65,65,0,10.126582278481013,17.72151898734177,40.50632911392405,82.27848101265823,0.0,4,2,2
2017,1,janvier,USCA,Second Class,Consumer,16,0,5,0,11,11,5,0.0,31.25,0.0,68.75,31.25,3,2,1
